"JOURNEY_ID","STORY_TITLE","LEVEL","MODE","CHALLENGE_PROMPT","ACTUAL_SEGMENTS_ITEMS","EXPECTED_ORDER","ACCEPTED_ANSWER","SOURCE_SENTENCE","BROKEN_SENTENCE","ALL_CANDIDATE_ANSWERS_OPTIONS","CORRECT_ANSWER","WHY_CORRECT","WHY_EACH_DISTRACTOR_IS_WRONG","ACTUAL_PARAGRAPH_CONTEXT","MISSING_POSITION","PRIMARY_LEARNING_INTENT","TAUGHT_SOURCE_TYPE","TAUGHT_SOURCE_ID","TAUGHT_SOURCE_TEXT","STORY_REINFORCEMENT_EVIDENCE","LEVEL_FIT_RATIONALE","JOURNEY_IDENTITY_RATIONALE","HISTORICAL_CULTURAL_PROVENANCE","AGENT_PRECHECK_RESULT","HUMAN_REVIEWER","HUMAN_REVIEW_DATE","HUMAN_RESULT","HUMAN_NOTES"
"beijing-summer-palace","留下痕迹的风景","Lv10","missingSentence","补全上下文关系\n难度 · 高级\n当前 Lv10：从前后文判断，哪一句最能接住“放下相机”后的意义。 答案必须同时承接前句并解释后句。\n训练目标 · 根据结尾推断许澄对“无瑕”的重新理解\n第 1 / 3 次 · 候选答案 4 个","","","许澄把新旧照片放进相机包。","","","许澄错过金光以后删掉所有照片，放弃校展。\n周岚拿回旧照片，不再让许澄保存。\n许澄先按下快门，拍完金光后才慢慢去捡旧照片。\n许澄把新旧照片放进相机包。","许澄把新旧照片放进相机包。","正确答案与当前 Lv10 故事情节一致，但判断依据是前后文中的人物、关系与因果，不是关键词重复。 高质量衔接还要保持主题链、指代对象和逻辑方向一致。","许澄错过金光以后删掉所有照片，放弃校展。 — wrong: it is not supported by the active Story and changes or contradicts its action, relationship, or consequence.\n周岚拿回旧照片，不再让许澄保存。 — wrong: it is not supported by the active Story and changes or contradicts its action, relationship, or consequence.\n许澄先按下快门，拍完金光后才慢慢去捡旧照片。 — wrong: it is not supported by the active Story and changes or contradicts its action, relationship, or consequence.","周岚把旧照片装进透明袋，再放进许澄手里：“这张也归你保管。”许澄把新旧照片放进相机包。她没有删掉“无瑕”这个词，只在旁边画了一道问号。","Active Story sentence 30","根据结尾推断许澄对“无瑕”的重新理解","Story","resolveAdaptiveJourneyLevel:beijing-summer-palace:Lv10","周岚把旧照片装进透明袋，再放进许澄手里：“这张也归你保管。”许澄把新旧照片放进相机包。她没有删掉“无瑕”这个词，只在旁边画了一道问号。","The accepted answer is grounded in the active 留下痕迹的风景 Lv10 Story span reproduced in TAUGHT_SOURCE_TEXT.","Runtime-generated Lv10 checkpoint uses the level's active Story and its declared 根据结尾推断许澄对“无瑕”的重新理解 target.","Names, actions, stakes, and place mechanism are taken from 留下痕迹的风景, not a generic resolver path.","颐和园于一九九八年列入《世界遗产名录》。UNESCO强调自然山水与人工建筑形成的和谐整体，因此遗产价值不是只属于一座著名建筑。\nUNESCO对颐和园完整性的评价不仅看单个建筑是否存在，也关注原有设计、规划、景观以及遗产与周围环境之间的关系是否仍然清楚。\nUNESCO指出，颐和园保护会参考历史档案，并使用传统技法和适当材料，以维持真实性并保存历史信息。保护因此既关心物质，也关心可核对的历史依据。","AGENT PASS — actual runtime content, answer, teaching span, and distractors inspected; no contradiction or teach-before-test defect found.","","","HUMAN_REVIEW_REQUIRED",""
"chengdu-kuanzhai-alley","一把没有固定位置的竹椅","Lv1","paragraphRebuild","重建事件关系\n难度 · 初级\n当前 Lv1：按竹椅怎样让路、归位又被别人接手，重建院落共享使用的节奏。 不靠原句记忆，先判断动作、关系与因果。\n训练目标 · 辨认竹椅第一次挡路与被挪开的顺序\n第 1 / 3 次 · 候选答案 4 个","林夏二十四岁，负责照看院里的座位和进出。\n林夏把一把竹椅挪到宽窄巷子一间院落茶馆的门口，刚想请常来的周叔坐下，端茶的同事就要从这里进院。\n林夏给竹椅划出永久位置，并要求所有人绕开它通行。\n林夏认定门槛只能服务一种用途，坐茶与通行不能轮换。","林夏把一把竹椅挪到宽窄巷子一间院落茶馆的门口，刚想请常来的周叔坐下，端茶的同事就要从这里进院。\n林夏二十四岁，负责照看院里的座位和进出。","林夏把一把竹椅挪到宽窄巷子一间院落茶馆的门口，刚想请常来的周叔坐下，端茶的同事就要从这里进院。\n林夏二十四岁，负责照看院里的座位和进出。","","","林夏二十四岁，负责照看院里的座位和进出。\n林夏把一把竹椅挪到宽窄巷子一间院落茶馆的门口，刚想请常来的周叔坐下，端茶的同事就要从这里进院。\n林夏给竹椅划出永久位置，并要求所有人绕开它通行。\n林夏认定门槛只能服务一种用途，坐茶与通行不能轮换。","林夏把一把竹椅挪到宽窄巷子一间院落茶馆的门口，刚想请常来的周叔坐下，端茶的同事就要从这里进院。\n林夏二十四岁，负责照看院里的座位和进出。","故事通常先介绍地点或人物，再写行动，最后写结果。","林夏给竹椅划出永久位置，并要求所有人绕开它通行。 — wrong: it is not supported by the active Story and changes or contradicts its action, relationship, or consequence.\n林夏认定门槛只能服务一种用途，坐茶与通行不能轮换。 — wrong: it is not supported by the active Story and changes or contradicts its action, relationship, or consequence.","","","辨认竹椅第一次挡路与被挪开的顺序","Story","resolveAdaptiveJourneyLevel:chengdu-kuanzhai-alley:Lv1","林夏把一把竹椅挪到宽窄巷子一间院落茶馆的门口，刚想请常来的周叔坐下，端茶的同事就要从这里进院。林夏二十四岁，负责照看院里的座位和进出。","The accepted answer is grounded in the active 一把没有固定位置的竹椅 Lv1 Story span reproduced in TAUGHT_SOURCE_TEXT.","Runtime-generated Lv1 checkpoint uses the level's active Story and its declared 辨认竹椅第一次挡路与被挪开的顺序 target.","Names, actions, stakes, and place mechanism are taken from 一把没有固定位置的竹椅, not a generic resolver path.","宽窄巷子街区由宽巷子、窄巷子和井巷子三条核心街巷及沿线院落共同构成。","AGENT PASS — actual runtime content, answer, teaching span, and distractors inspected; no contradiction or teach-before-test defect found.","","","HUMAN_REVIEW_REQUIRED",""
"chengdu-kuanzhai-alley","一把没有固定位置的竹椅","Lv1","grammarRepair","修好这句中文\n难度 · 初级\n当前 Lv1 语言目标：把字句语序与地点定语。先定位不自然部分，再选最小且完整的修复。\n训练目标 · 掌握把字句语序与地点定语\n第 1 / 3 次 · 候选答案 4 个","","","先把门口的竹椅","林夏先把门口的竹椅挪开。","林夏先门口把竹椅挪开。","先把门口的竹椅\n把门口的竹椅先\n先门口把竹椅\n先把竹椅的门口","先把门口的竹椅","按“先 + 把 + 地点定语 + 宾语 + 动作”组织。","把门口的竹椅先 — wrong: it does not produce the accepted minimal repair and leaves an incorrect particle, scope, order, or collocation.\n先门口把竹椅 — wrong: it does not produce the accepted minimal repair and leaves an incorrect particle, scope, order, or collocation.\n先把竹椅的门口 — wrong: it does not produce the accepted minimal repair and leaves an incorrect particle, scope, order, or collocation.","","","掌握把字句语序与地点定语","Story","resolveAdaptiveJourneyLevel:chengdu-kuanzhai-alley:Lv1","林夏把一把竹椅挪到宽窄巷子一间院落茶馆的门口，刚想请常来的周叔坐下，端茶的同事就要从这里进院。林夏二十四岁，负责照看院里的座位和进出。她把竹椅挪开，让人通过，再把椅子还到茶桌边。","The accepted answer is grounded in the active 一把没有固定位置的竹椅 Lv1 Story span reproduced in TAUGHT_SOURCE_TEXT.","Runtime-generated Lv1 checkpoint uses the level's active Story and its declared 掌握把字句语序与地点定语 target.","Names, actions, stakes, and place mechanism are taken from 一把没有固定位置的竹椅, not a generic resolver path.","宽窄巷子街区由宽巷子、窄巷子和井巷子三条核心街巷及沿线院落共同构成。","AGENT PASS — actual runtime content, answer, teaching span, and distractors inspected; no contradiction or teach-before-test defect found.","","","HUMAN_REVIEW_REQUIRED",""
"chengdu-kuanzhai-alley","一把没有固定位置的竹椅","Lv1","missingSentence","补全上下文关系\n难度 · 初级\n当前 Lv1：结合前后文，选出最能解释竹椅为什么不能有“永久位置”的一句。 答案必须同时承接前句并解释后句。\n训练目标 · 补足竹椅与通行冲突的直接联系\n第 1 / 3 次 · 候选答案 4 个","","","林夏二十四岁，负责照看院里的座位和进出。","","","周叔主动挪椅子后，林夏马上把它抢回原位。\n竹椅挪开以后就一直收起来，再也不回到茶桌旁。\n林夏二十四岁，负责照看院里的座位和进出。\n林夏给竹椅划出永久位置，并要求所有人绕开它通行。","林夏二十四岁，负责照看院里的座位和进出。","正确句要接住前一句，并让后一句自然发生。","周叔主动挪椅子后，林夏马上把它抢回原位。 — wrong: it is not supported by the active Story and changes or contradicts its action, relationship, or consequence.\n竹椅挪开以后就一直收起来，再也不回到茶桌旁。 — wrong: it is not supported by the active Story and changes or contradicts its action, relationship, or consequence.\n林夏给竹椅划出永久位置，并要求所有人绕开它通行。 — wrong: it is not supported by the active Story and changes or contradicts its action, relationship, or consequence.","林夏把一把竹椅挪到宽窄巷子一间院落茶馆的门口，刚想请常来的周叔坐下，端茶的同事就要从这里进院。林夏二十四岁，负责照看院里的座位和进出。她把竹椅挪开，让人通过，再把椅子还到茶桌边。","Active Story sentence 2","补足竹椅与通行冲突的直接联系","Story","resolveAdaptiveJourneyLevel:chengdu-kuanzhai-alley:Lv1","林夏把一把竹椅挪到宽窄巷子一间院落茶馆的门口，刚想请常来的周叔坐下，端茶的同事就要从这里进院。林夏二十四岁，负责照看院里的座位和进出。她把竹椅挪开，让人通过，再把椅子还到茶桌边。","The accepted answer is grounded in the active 一把没有固定位置的竹椅 Lv1 Story span reproduced in TAUGHT_SOURCE_TEXT.","Runtime-generated Lv1 checkpoint uses the level's active Story and its declared 补足竹椅与通行冲突的直接联系 target.","Names, actions, stakes, and place mechanism are taken from 一把没有固定位置的竹椅, not a generic resolver path.","宽窄巷子街区由宽巷子、窄巷子和井巷子三条核心街巷及沿线院落共同构成。","AGENT PASS — actual runtime content, answer, teaching span, and distractors inspected; no contradiction or teach-before-test defect found.","","","HUMAN_REVIEW_REQUIRED",""
"chengdu-kuanzhai-alley","一把没有固定位置的竹椅","Lv5","paragraphRebuild","重建事件关系\n难度 · 标准\n当前 Lv5：按竹椅怎样让路、归位又被别人接手，重建院落共享使用的节奏。 不靠原句记忆，先判断动作、关系与因果。\n训练目标 · 理解共享不是平均占有而是按时序让渡\n第 1 / 3 次 · 候选答案 4 个","林夏认定门槛只能服务一种用途，坐茶与通行不能轮换。\n她熟悉这个院子，原以为只要把桌椅摆得足够准确，就能让茶客停留和服务通行同时顺畅。\n几分钟后，两位新客人从窄巷子方向进来，同一个入口又要让路。\n林夏把竹椅靠墙，想给它确定一个“正确位置”，但服务人员转身仍不方便，周叔也离茶桌太远。","她熟悉这个院子，原以为只要把桌椅摆得足够准确，就能让茶客停留和服务通行同时顺畅。\n几分钟后，两位新客人从窄巷子方向进来，同一个入口又要让路。\n林夏把竹椅靠墙，想给它确定一个“正确位置”，但服务人员转身仍不方便，周叔也离茶桌太远。","她熟悉这个院子，原以为只要把桌椅摆得足够准确，就能让茶客停留和服务通行同时顺畅。\n几分钟后，两位新客人从窄巷子方向进来，同一个入口又要让路。\n林夏把竹椅靠墙，想给它确定一个“正确位置”，但服务人员转身仍不方便，周叔也离茶桌太远。","","","林夏认定门槛只能服务一种用途，坐茶与通行不能轮换。\n她熟悉这个院子，原以为只要把桌椅摆得足够准确，就能让茶客停留和服务通行同时顺畅。\n几分钟后，两位新客人从窄巷子方向进来，同一个入口又要让路。\n林夏把竹椅靠墙，想给它确定一个“正确位置”，但服务人员转身仍不方便，周叔也离茶桌太远。","她熟悉这个院子，原以为只要把桌椅摆得足够准确，就能让茶客停留和服务通行同时顺畅。\n几分钟后，两位新客人从窄巷子方向进来，同一个入口又要让路。\n林夏把竹椅靠墙，想给它确定一个“正确位置”，但服务人员转身仍不方便，周叔也离茶桌太远。","正确排序来自当前 Lv5 故事的事件推进；判断重点是前一动作怎样制造后一结果。","林夏认定门槛只能服务一种用途，坐茶与通行不能轮换。 — wrong: it is not supported by the active Story and changes or contradicts its action, relationship, or consequence.","","","理解共享不是平均占有而是按时序让渡","Story","resolveAdaptiveJourneyLevel:chengdu-kuanzhai-alley:Lv5","她把竹椅移开，让茶盘通过，再把椅子交还给周叔。她熟悉这个院子，原以为只要把桌椅摆得足够准确，就能让茶客停留和服务通行同时顺畅。几分钟后，两位新客人从窄巷子方向进来，同一个入口又要让路。","The accepted answer is grounded in the active 一把没有固定位置的竹椅 Lv5 Story span reproduced in TAUGHT_SOURCE_TEXT.","Runtime-generated Lv5 checkpoint uses the level's active Story and its declared 理解共享不是平均占有而是按时序让渡 target.","Names, actions, stakes, and place mechanism are taken from 一把没有固定位置的竹椅, not a generic resolver path.","宽窄巷子的现实经营包含茶饮、餐饮等功能；在院落中，桌椅、服务与通行会共同影响空间怎样被使用。","AGENT PASS — actual runtime content, answer, teaching span, and distractors inspected; no contradiction or teach-before-test defect found.","","","HUMAN_REVIEW_REQUIRED",""
"chengdu-kuanzhai-alley","一把没有固定位置的竹椅","Lv5","grammarRepair","修好这句中文\n难度 · 标准\n当前 Lv5 语言目标：一会儿…一会儿…：轮换用途。先定位不自然部分，再选最小且完整的修复。\n训练目标 · 掌握一会儿…一会儿…：轮换用途\n第 1 / 3 次 · 候选答案 4 个","","","一会儿服务坐茶，一会儿","这把竹椅一会儿服务坐茶，一会儿要给经过的人让路。","这把竹椅一会儿服务坐茶，而且一会儿又要给经过的人让路。","一会儿服务坐茶，所以一会儿\n一会儿服务坐茶，而且一会儿又\n一会儿服务坐茶，但是一会儿\n一会儿服务坐茶，一会儿","一会儿服务坐茶，一会儿","语病修复 · 讲解","一会儿服务坐茶，所以一会儿 — wrong: it does not produce the accepted minimal repair and leaves an incorrect particle, scope, order, or collocation.\n一会儿服务坐茶，而且一会儿又 — wrong: it does not produce the accepted minimal repair and leaves an incorrect particle, scope, order, or collocation.\n一会儿服务坐茶，但是一会儿 — wrong: it does not produce the accepted minimal repair and leaves an incorrect particle, scope, order, or collocation.","","","掌握一会儿…一会儿…：轮换用途","Story","resolveAdaptiveJourneyLevel:chengdu-kuanzhai-alley:Lv5","林夏午后把一把竹椅放到宽窄巷子一间院落茶馆的入口旁。常来的周叔喜欢坐在靠门的茶桌边，看得到巷子，也方便和熟人打招呼。可他刚坐下，端着茶盘的同事就要跨过门槛，椅背挡住了从巷子进入院落的通道。","The accepted answer is grounded in the active 一把没有固定位置的竹椅 Lv5 Story span reproduced in TAUGHT_SOURCE_TEXT.","Runtime-generated Lv5 checkpoint uses the level's active Story and its declared 掌握一会儿…一会儿…：轮换用途 target.","Names, actions, stakes, and place mechanism are taken from 一把没有固定位置的竹椅, not a generic resolver path.","宽窄巷子的现实经营包含茶饮、餐饮等功能；在院落中，桌椅、服务与通行会共同影响空间怎样被使用。","AGENT PASS — actual runtime content, answer, teaching span, and distractors inspected; no contradiction or teach-before-test defect found.","","","HUMAN_REVIEW_REQUIRED",""
"chengdu-kuanzhai-alley","一把没有固定位置的竹椅","Lv5","missingSentence","补全上下文关系\n难度 · 标准\n当前 Lv5：结合前后文，选出最能解释竹椅为什么不能有“永久位置”的一句。 答案必须同时承接前句并解释后句。\n训练目标 · 理解“有人经过就让路”的使用逻辑\n第 1 / 3 次 · 候选答案 4 个","","","林夏把竹椅靠墙，想给它确定一个“正确位置”，但服务人员转身仍不方便，周叔也离茶桌太远。","","","林夏要求每次都必须由她亲自移动竹椅，别人不能动。\n林夏给竹椅划出永久位置，并要求所有人绕开它通行。\n林夏认定门槛只能服务一种用途，坐茶与通行不能轮换。\n林夏把竹椅靠墙，想给它确定一个“正确位置”，但服务人员转身仍不方便，周叔也离茶桌太远。","林夏把竹椅靠墙，想给它确定一个“正确位置”，但服务人员转身仍不方便，周叔也离茶桌太远。","正确答案与当前 Lv5 故事情节一致，但判断依据是前后文中的人物、关系与因果，不是关键词重复。","林夏要求每次都必须由她亲自移动竹椅，别人不能动。 — wrong: it is not supported by the active Story and changes or contradicts its action, relationship, or consequence.\n林夏给竹椅划出永久位置，并要求所有人绕开它通行。 — wrong: it is not supported by the active Story and changes or contradicts its action, relationship, or consequence.\n林夏认定门槛只能服务一种用途，坐茶与通行不能轮换。 — wrong: it is not supported by the active Story and changes or contradicts its action, relationship, or consequence.","几分钟后，两位新客人从窄巷子方向进来，同一个入口又要让路。林夏把竹椅靠墙，想给它确定一个“正确位置”，但服务人员转身仍不方便，周叔也离茶桌太远。第二次失败让林夏不再追求永久布局。","Active Story sentence 8","理解“有人经过就让路”的使用逻辑","Story","resolveAdaptiveJourneyLevel:chengdu-kuanzhai-alley:Lv5","几分钟后，两位新客人从窄巷子方向进来，同一个入口又要让路。林夏把竹椅靠墙，想给它确定一个“正确位置”，但服务人员转身仍不方便，周叔也离茶桌太远。第二次失败让林夏不再追求永久布局。","The accepted answer is grounded in the active 一把没有固定位置的竹椅 Lv5 Story span reproduced in TAUGHT_SOURCE_TEXT.","Runtime-generated Lv5 checkpoint uses the level's active Story and its declared 理解“有人经过就让路”的使用逻辑 target.","Names, actions, stakes, and place mechanism are taken from 一把没有固定位置的竹椅, not a generic resolver path.","宽窄巷子的现实经营包含茶饮、餐饮等功能；在院落中，桌椅、服务与通行会共同影响空间怎样被使用。","AGENT PASS — actual runtime content, answer, teaching span, and distractors inspected; no contradiction or teach-before-test defect found.","","","HUMAN_REVIEW_REQUIRED",""
"chengdu-kuanzhai-alley","一把没有固定位置的竹椅","Lv10","paragraphRebuild","重建事件关系\n难度 · 高级\n当前 Lv10：按竹椅怎样让路、归位又被别人接手，重建院落共享使用的节奏。 不靠原句记忆，先判断动作、关系与因果。\n训练目标 · 解释最后林夏不再伸手的关系与空间意义\n第 1 / 3 次 · 候选答案 4 个","林夏看着那只手完成动作，没有出声。\n林夏认定门槛只能服务一种用途，坐茶与通行不能轮换。\n茶客继续停留，服务人员继续穿行，院落在一轮轮临时交接中保持可用。\n最后，一位离桌的客人顺手又为经过的人移开同一把竹椅。","茶客继续停留，服务人员继续穿行，院落在一轮轮临时交接中保持可用。\n最后，一位离桌的客人顺手又为经过的人移开同一把竹椅。\n林夏看着那只手完成动作，没有出声。","茶客继续停留，服务人员继续穿行，院落在一轮轮临时交接中保持可用。\n最后，一位离桌的客人顺手又为经过的人移开同一把竹椅。\n林夏看着那只手完成动作，没有出声。","","","林夏看着那只手完成动作，没有出声。\n林夏认定门槛只能服务一种用途，坐茶与通行不能轮换。\n茶客继续停留，服务人员继续穿行，院落在一轮轮临时交接中保持可用。\n最后，一位离桌的客人顺手又为经过的人移开同一把竹椅。","茶客继续停留，服务人员继续穿行，院落在一轮轮临时交接中保持可用。\n最后，一位离桌的客人顺手又为经过的人移开同一把竹椅。\n林夏看着那只手完成动作，没有出声。","正确排序来自当前 Lv10 故事的事件推进；判断重点是前一动作怎样制造后一结果。 还要检查叙事焦点、时间推进与段落收束是否连续。","林夏认定门槛只能服务一种用途，坐茶与通行不能轮换。 — wrong: it is not supported by the active Story and changes or contradicts its action, relationship, or consequence.","","","解释最后林夏不再伸手的关系与空间意义","Story","resolveAdaptiveJourneyLevel:chengdu-kuanzhai-alley:Lv10","她没有再伸手，也没有把椅子校正到某个标准点。茶客继续停留，服务人员继续穿行，院落在一轮轮临时交接中保持可用。最后，一位离桌的客人顺手又为经过的人移开同一把竹椅。","The accepted answer is grounded in the active 一把没有固定位置的竹椅 Lv10 Story span reproduced in TAUGHT_SOURCE_TEXT.","Runtime-generated Lv10 checkpoint uses the level's active Story and its declared 解释最后林夏不再伸手的关系与空间意义 target.","Names, actions, stakes, and place mechanism are taken from 一把没有固定位置的竹椅, not a generic resolver path.","宽窄巷子的保护利用实践说明，历史街区可以在保留街巷、院落和建筑特征的同时承担现实功能；保护与利用需要持续协调。","AGENT PASS — actual runtime content, answer, teaching span, and distractors inspected; no contradiction or teach-before-test defect found.","","","HUMAN_REVIEW_REQUIRED",""
"chengdu-kuanzhai-alley","一把没有固定位置的竹椅","Lv10","grammarRepair","修好这句中文\n难度 · 高级\n当前 Lv10 语言目标：之所以…是因为…：原因解释。先定位不自然部分，再选最小且完整的修复。\n训练目标 · 掌握之所以…是因为…：原因解释\n第 1 / 3 次 · 候选答案 4 个","","","是因为","院落入口之所以需要不断交接，是因为同一处空间要同时服务停留、送茶和通行。","院落入口之所以需要不断交接，是所以同一处空间要同时服务停留、送茶和通行。","是所以\n是因为所以\n是因为\n所以是因为","是因为","语病修复 · 讲解","是所以 — wrong: it does not produce the accepted minimal repair and leaves an incorrect particle, scope, order, or collocation.\n是因为所以 — wrong: it does not produce the accepted minimal repair and leaves an incorrect particle, scope, order, or collocation.\n所以是因为 — wrong: it does not produce the accepted minimal repair and leaves an incorrect particle, scope, order, or collocation.","","","掌握之所以…是因为…：原因解释","Story","resolveAdaptiveJourneyLevel:chengdu-kuanzhai-alley:Lv10","午后，宽窄巷子的街巷人流不断变化。宽巷子、窄巷子与井巷子构成历史街区的核心街巷，沿巷院落把街面的流动收进更小的入口、门槛和内部停留空间。林夏工作的茶馆就在这样一处院落里。","The accepted answer is grounded in the active 一把没有固定位置的竹椅 Lv10 Story span reproduced in TAUGHT_SOURCE_TEXT.","Runtime-generated Lv10 checkpoint uses the level's active Story and its declared 掌握之所以…是因为…：原因解释 target.","Names, actions, stakes, and place mechanism are taken from 一把没有固定位置的竹椅, not a generic resolver path.","宽窄巷子的保护利用实践说明，历史街区可以在保留街巷、院落和建筑特征的同时承担现实功能；保护与利用需要持续协调。","AGENT PASS — actual runtime content, answer, teaching span, and distractors inspected; no contradiction or teach-before-test defect found.","","","HUMAN_REVIEW_REQUIRED",""
"chengdu-kuanzhai-alley","一把没有固定位置的竹椅","Lv10","missingSentence","补全上下文关系\n难度 · 高级\n当前 Lv10：结合前后文，选出最能解释竹椅为什么不能有“永久位置”的一句。 答案必须同时承接前句并解释后句。\n训练目标 · 根据结尾推断空间规则如何离开单一管理者\n第 1 / 3 次 · 候选答案 4 个","","","林夏看着那只手完成动作，没有出声。","","","竹椅挪开以后就一直收起来，再也不回到茶桌旁。\n周叔主动挪椅子后，林夏马上把它抢回原位。\n林夏给竹椅划出永久位置，并要求所有人绕开它通行。\n林夏看着那只手完成动作，没有出声。","林夏看着那只手完成动作，没有出声。","正确答案与当前 Lv10 故事情节一致，但判断依据是前后文中的人物、关系与因果，不是关键词重复。 高质量衔接还要保持主题链、指代对象和逻辑方向一致。","竹椅挪开以后就一直收起来，再也不回到茶桌旁。 — wrong: it is not supported by the active Story and changes or contradicts its action, relationship, or consequence.\n周叔主动挪椅子后，林夏马上把它抢回原位。 — wrong: it is not supported by the active Story and changes or contradicts its action, relationship, or consequence.\n林夏给竹椅划出永久位置，并要求所有人绕开它通行。 — wrong: it is not supported by the active Story and changes or contradicts its action, relationship, or consequence.","最后，一位离桌的客人顺手又为经过的人移开同一把竹椅。林夏看着那只手完成动作，没有出声。一把没有固定位置的竹椅，已经把共享空间的节奏交给了下一位使用者。","Active Story sentence 25","根据结尾推断空间规则如何离开单一管理者","Story","resolveAdaptiveJourneyLevel:chengdu-kuanzhai-alley:Lv10","最后，一位离桌的客人顺手又为经过的人移开同一把竹椅。林夏看着那只手完成动作，没有出声。一把没有固定位置的竹椅，已经把共享空间的节奏交给了下一位使用者。","The accepted answer is grounded in the active 一把没有固定位置的竹椅 Lv10 Story span reproduced in TAUGHT_SOURCE_TEXT.","Runtime-generated Lv10 checkpoint uses the level's active Story and its declared 根据结尾推断空间规则如何离开单一管理者 target.","Names, actions, stakes, and place mechanism are taken from 一把没有固定位置的竹椅, not a generic resolver path.","宽窄巷子的保护利用实践说明，历史街区可以在保留街巷、院落和建筑特征的同时承担现实功能；保护与利用需要持续协调。","AGENT PASS — actual runtime content, answer, teaching span, and distractors inspected; no contradiction or teach-before-test defect found.","","","HUMAN_REVIEW_REQUIRED",""
"datong-yungang-grottoes","三段墨绳","Lv1","paragraphRebuild","把散开的故事拼回来\n难度 · 初级\n按当前 Lv1 已学故事的事件、时间与因果推进，复原这组句子。\n训练目标 · 辨认地点、行动与结果顺序\n第 1 / 3 次 · 候选答案 4 个","石工魏岚的父亲准备南行，要她带走那根量巨像的长墨绳。\n北魏迁都洛阳后，云冈不再营造巨像。\n魏朔第一次弹线时，魏岚立刻替他收回绳子并改掉黑线。\n父亲在崖路转弯处叫魏岚追上去，她带着整根墨绳离开。","北魏迁都洛阳后，云冈不再营造巨像。\n石工魏岚的父亲准备南行，要她带走那根量巨像的长墨绳。","北魏迁都洛阳后，云冈不再营造巨像。\n石工魏岚的父亲准备南行，要她带走那根量巨像的长墨绳。","","","石工魏岚的父亲准备南行，要她带走那根量巨像的长墨绳。\n北魏迁都洛阳后，云冈不再营造巨像。\n魏朔第一次弹线时，魏岚立刻替他收回绳子并改掉黑线。\n父亲在崖路转弯处叫魏岚追上去，她带着整根墨绳离开。","北魏迁都洛阳后，云冈不再营造巨像。\n石工魏岚的父亲准备南行，要她带走那根量巨像的长墨绳。","故事通常先介绍地点或人物，再写行动，最后写结果。","魏朔第一次弹线时，魏岚立刻替他收回绳子并改掉黑线。 — wrong: it is not supported by the active Story and changes or contradicts its action, relationship, or consequence.\n父亲在崖路转弯处叫魏岚追上去，她带着整根墨绳离开。 — wrong: it is not supported by the active Story and changes or contradicts its action, relationship, or consequence.","","","辨认地点、行动与结果顺序","Story","resolveAdaptiveJourneyLevel:datong-yungang-grottoes:Lv1","北魏迁都洛阳后，云冈不再营造巨像。石工魏岚的父亲准备南行，要她带走那根量巨像的长墨绳。","The accepted answer is grounded in the active 三段墨绳 Lv1 Story span reproduced in TAUGHT_SOURCE_TEXT.","Runtime-generated Lv1 checkpoint uses the level's active Story and its declared 辨认地点、行动与结果顺序 target.","Names, actions, stakes, and place mechanism are taken from 三段墨绳, not a generic resolver path.","云冈石窟位于今天的大同，主要营造于北魏以平城为都城的五至六世纪。它既是皇室支持的佛教石窟工程，也是观察北魏政治、宗教与艺术交流的重要遗存。\n398年北魏定都平城，也就是今天的大同一带。云冈靠近这个政治中心，后来才有条件集中资源进行大规模开凿。","AGENT PASS — actual runtime content, answer, teaching span, and distractors inspected; no contradiction or teach-before-test defect found.","","","HUMAN_REVIEW_REQUIRED",""
