JOURNEY ID,LEVEL,MODE,PRIMARY LEARNING INTENT,SECONDARY INTENT,ACTIVE SOURCE,SOURCE PROVENANCE,TAUGHT BEFORE TESTED,CORRECT ANSWER,WHY CORRECT,ALTERNATIVE ANSWER AMBIGUITY,ONE DEFENSIBLE ANSWER,DISTRACTOR QUALITY,DISTRACTOR MISCONCEPTION,HISTORICAL TRUTH,LANGUAGE VALUE,STORY CONNECTION,DISCOVERY CONNECTION,STORY/DISCOVERY CLOSED LOOP,LEVEL APPROPRIATENESS,COGNITIVE BAND,COGNITIVE PROGRESSION,LEGACY CONTAMINATION,CROSS-JOURNEY CONTAMINATION,TEMPLATE COLLISION,DEFECT CODES,RESULT
beijing-forbidden-city,Lv4,grammarRepair,LANGUAGE,STORY,JourneyChallengePanel,EXPLICIT LANGUAGE OBJECTIVE + JOURNEY CONTEXT,PASS,到了乾清门前，两条线终于对齐，随后又分向不同方向。,natural Chinese structural repair,NONE FOUND,PASS,FAIL,"weak/mechanical, false-world, or filler distractor",PASS,PASS,PASS,PASS/NOT PRIMARY,PASS,PASS,Sequence / Simple causality,PASS,PASS,PASS,PASS,DST,REPAIR REQUIRED
beijing-forbidden-city,Lv4,missingSentence,CAUSAL REASONING,LANGUAGE,JourneyChallengePanel,ACTIVE STORY,PASS,沈砚作出决定：不选一条覆盖另一条，而在同一张纸上用实线和点线保留两种走法。,best bridge for active Story context,NONE FOUND,PASS,PASS,verbatim Story recall dominates mode,PASS,PASS,PASS,PASS/NOT PRIMARY,PASS,PASS,Sequence / Simple causality,PASS,PASS,PASS,PASS,MODE,REPAIR REQUIRED
beijing-forbidden-city,Lv5,paragraphRebuild,CAUSAL REASONING,LANGUAGE,JourneyChallengePanel,ACTIVE STORY,PASS,到乾清门前，两条线短暂重合；再往后，一条继续服务沈砚的学习观察，另一条随阿宁的事情转向别处。 / 沈砚没有删掉阿宁的线，也没有让自己的线变成标准答案。 / 他把两种线型叠在一张图上，并在交会处标出共同节点。 / 新的图显示的不是“谁走对了”，而是同一组宫门、庭院和连接关系怎样因角色与目的产生不同路径。,active Story sequence,NONE FOUND,PASS,PASS,verbatim Story recall dominates mode,PASS,PASS,PASS,PASS/NOT PRIMARY,PASS,PASS,Relationship / Choice / Historical cause,PASS,PASS,PASS,PASS,MODE,REPAIR REQUIRED
beijing-forbidden-city,Lv5,grammarRepair,LANGUAGE,STORY,JourneyChallengePanel,EXPLICIT LANGUAGE OBJECTIVE + JOURNEY CONTEXT,PASS,两条线短暂重合；再往后，一条继续服务沈砚的学习观察，另一条随阿宁的事情转向别处。,natural Chinese structural repair,NONE FOUND,PASS,FAIL,"weak/mechanical, false-world, or filler distractor",PASS,PASS,PASS,PASS/NOT PRIMARY,PASS,PASS,Relationship / Choice / Historical cause,PASS,PASS,PASS,PASS,DST,REPAIR REQUIRED
beijing-forbidden-city,Lv5,missingSentence,CAUSAL REASONING,LANGUAGE,JourneyChallengePanel,ACTIVE STORY,PASS,他把两种线型叠在一张图上，并在交会处标出共同节点。,best bridge for active Story context,NONE FOUND,PASS,PASS,verbatim Story recall dominates mode,PASS,PASS,PASS,PASS/NOT PRIMARY,PASS,PASS,Relationship / Choice / Historical cause,PASS,PASS,PASS,PASS,MODE,REPAIR REQUIRED
beijing-forbidden-city,Lv6,paragraphRebuild,CAUSAL REASONING,LANGUAGE,JourneyChallengePanel,ACTIVE STORY,PASS,两人在乾清门前把两张图对齐时，路线短暂合在一起，随后再次分开。 / 这个交会点让沈砚看清：矛盾并不一定意味着一真一假，有时是两种局部视角同时成立。 / 他选择把两条路线叠进同一张图，用不同线型保存各自的完整路径，而不是删掉一条。 / 复合图因此多出任何单张图都没有的信息：同一建筑系统能组织不同角色的移动关系。,active Story sequence,NONE FOUND,PASS,PASS,verbatim Story recall dominates mode,PASS,PASS,PASS,PASS/NOT PRIMARY,PASS,PASS,Relationship / Choice / Historical cause,PASS,PASS,PASS,PASS,MODE,REPAIR REQUIRED
beijing-forbidden-city,Lv6,grammarRepair,LANGUAGE,STORY,JourneyChallengePanel,EXPLICIT LANGUAGE OBJECTIVE + JOURNEY CONTEXT,PASS,两人在乾清门前把两张图对齐时，路线短暂合在一起，随后再次分开。,natural Chinese structural repair,NONE FOUND,PASS,FAIL,"weak/mechanical, false-world, or filler distractor",PASS,PASS,PASS,PASS/NOT PRIMARY,PASS,PASS,Relationship / Choice / Historical cause,PASS,PASS,PASS,PASS,DST,REPAIR REQUIRED
beijing-forbidden-city,Lv6,missingSentence,CAUSAL REASONING,LANGUAGE,JourneyChallengePanel,ACTIVE STORY,PASS,他选择把两条路线叠进同一张图，用不同线型保存各自的完整路径，而不是删掉一条。,best bridge for active Story context,NONE FOUND,PASS,PASS,verbatim Story recall dominates mode,PASS,PASS,PASS,PASS/NOT PRIMARY,PASS,PASS,Relationship / Choice / Historical cause,PASS,PASS,PASS,PASS,MODE,REPAIR REQUIRED
beijing-forbidden-city,Lv7,paragraphRebuild,CAUSAL REASONING,LANGUAGE,JourneyChallengePanel,ACTIVE STORY,PASS,乾清门前成为关键：两条路线在这里接近、重合，再向不同方向展开。 / 沈砚终于看到，建筑提供共同的空间骨架，却不会让每个角色拥有相同的目的和移动关系。 / 他作出决定，在同一张图上用实线与点线完整保留两条路线，并把交会处标为共享节点。 / 图的意义因此改变，不是旧图被新证据推翻，而是两个都有效的局部视角经过合成后，显出彼此之间的关系。,active Story sequence,NONE FOUND,PASS,PASS,verbatim Story recall dominates mode,PASS,PASS,PASS,PASS/NOT PRIMARY,PASS,PASS,Causal chain / Implicit meaning,PASS,PASS,PASS,PASS,MODE,REPAIR REQUIRED
beijing-forbidden-city,Lv7,grammarRepair,LANGUAGE,STORY,JourneyChallengePanel,EXPLICIT LANGUAGE OBJECTIVE + JOURNEY CONTEXT,PASS,乾清门前成为关键：两条路线在这里接近、重合，再向不同方向展开。,natural Chinese structural repair,NONE FOUND,PASS,FAIL,"weak/mechanical, false-world, or filler distractor",PASS,PASS,PASS,PASS/NOT PRIMARY,PASS,PASS,Causal chain / Implicit meaning,PASS,PASS,PASS,PASS,DST,REPAIR REQUIRED
beijing-forbidden-city,Lv7,missingSentence,CAUSAL REASONING,LANGUAGE,JourneyChallengePanel,ACTIVE STORY,PASS,他作出决定，在同一张图上用实线与点线完整保留两条路线，并把交会处标为共享节点。,best bridge for active Story context,NONE FOUND,PASS,PASS,verbatim Story recall dominates mode,PASS,PASS,PASS,PASS/NOT PRIMARY,PASS,PASS,Causal chain / Implicit meaning,PASS,PASS,PASS,PASS,MODE,REPAIR REQUIRED
beijing-forbidden-city,Lv8,paragraphRebuild,CAUSAL REASONING,LANGUAGE,JourneyChallengePanel,ACTIVE STORY,PASS,两条路线在共享节点短暂叠合，随后因目的不同而分开。 / 这不是谁被纠正的时刻，而是两张局部图第一次能够彼此说明。 / 沈砚选择保留差异：他用两种线型叠画路线，让共同节点、重合段和分岔同时可见。 / 复合图因此显示出一层新的空间关系：宫门和庭院构成共同结构，而角色、目的与行动使同一结构产生不同但可同时成立的路径。,active Story sequence,NONE FOUND,PASS,PASS,verbatim Story recall dominates mode,PASS,PASS,PASS,PASS/NOT PRIMARY,PASS,PASS,Causal chain / Implicit meaning,PASS,PASS,PASS,PASS,MODE,REPAIR REQUIRED
beijing-forbidden-city,Lv8,grammarRepair,LANGUAGE,STORY,JourneyChallengePanel,EXPLICIT LANGUAGE OBJECTIVE + JOURNEY CONTEXT,PASS,两条路线在共享节点短暂叠合，随后因目的不同而分开。,natural Chinese structural repair,NONE FOUND,PASS,FAIL,"weak/mechanical, false-world, or filler distractor",PASS,PASS,PASS,PASS/NOT PRIMARY,PASS,PASS,Causal chain / Implicit meaning,PASS,PASS,PASS,PASS,DST,REPAIR REQUIRED
beijing-forbidden-city,Lv8,missingSentence,CAUSAL REASONING,LANGUAGE,JourneyChallengePanel,ACTIVE STORY,PASS,沈砚选择保留差异：他用两种线型叠画路线，让共同节点、重合段和分岔同时可见。,best bridge for active Story context,NONE FOUND,PASS,PASS,verbatim Story recall dominates mode,PASS,PASS,PASS,PASS/NOT PRIMARY,PASS,PASS,Causal chain / Implicit meaning,PASS,PASS,PASS,PASS,MODE,REPAIR REQUIRED
beijing-forbidden-city,Lv9,paragraphRebuild,CAUSAL REASONING,LANGUAGE,JourneyChallengePanel,ACTIVE STORY,PASS,沈砚和阿宁把纸并在一起，以共同宫门、院落方向和乾清门前的位置校准。 / 比较后，他们发现两条路线在这个重要连接节点短暂重合，随后因为角色和目的不同而分岔。 / 沈砚没有用阿宁的图替换自己的图，也没有把阿宁的线降成旁注；他主动选择用不同线型完整保存两条路径，再画出共同节点与分岔关系。 / 新的复合表示出现了任何单张路线图都不能单独给出的信息：同一建筑系统提供共同结构，而不同角色的行动目的决定他们怎样使用这些连接。,active Story sequence,NONE FOUND,PASS,PASS,verbatim Story recall dominates mode,PASS,PASS,PASS,PASS/NOT PRIMARY,PASS,PASS,Integrated interpretation,PASS,PASS,PASS,PASS,MODE,REPAIR REQUIRED
beijing-forbidden-city,Lv9,grammarRepair,LANGUAGE,STORY,JourneyChallengePanel,EXPLICIT LANGUAGE OBJECTIVE + JOURNEY CONTEXT,PASS,比较后，他们发现两条路线在这个重要连接节点短暂重合，随后因为角色和目的不同而分岔。,natural Chinese structural repair,NONE FOUND,PASS,FAIL,"weak/mechanical, false-world, or filler distractor",PASS,PASS,PASS,PASS/NOT PRIMARY,PASS,PASS,Integrated interpretation,PASS,PASS,PASS,PASS,DST,REPAIR REQUIRED
beijing-forbidden-city,Lv9,missingSentence,CAUSAL REASONING,LANGUAGE,JourneyChallengePanel,ACTIVE STORY,PASS,沈砚没有用阿宁的图替换自己的图，也没有把阿宁的线降成旁注；他主动选择用不同线型完整保存两条路径，再画出共同节点与分岔关系。,best bridge for active Story context,NONE FOUND,PASS,PASS,verbatim Story recall dominates mode,PASS,PASS,PASS,PASS/NOT PRIMARY,PASS,PASS,Integrated interpretation,PASS,PASS,PASS,PASS,MODE,REPAIR REQUIRED
beijing-forbidden-city,Lv10,paragraphRebuild,CAUSAL REASONING,LANGUAGE,JourneyChallengePanel,ACTIVE STORY,PASS,路线在乾清门前短暂重合，又因角色和目的不同向不同方向延伸。 / 这个重合与分岔同时出现的瞬间成为关键：如果擦掉任何一条，图都会失去真实关系。 / 沈砚于是选择合成，而不是裁决。 / 他用实线与点线在同一张纸上保留两条完整路线，标出共享节点、重合段与分岔，使建筑结构和人的目的同时可读。,active Story sequence,NONE FOUND,PASS,PASS,verbatim Story recall dominates mode,PASS,PASS,PASS,PASS/NOT PRIMARY,PASS,PASS,Integrated interpretation,PASS,PASS,PASS,PASS,MODE,REPAIR REQUIRED
beijing-forbidden-city,Lv10,grammarRepair,LANGUAGE,STORY,JourneyChallengePanel,EXPLICIT LANGUAGE OBJECTIVE + JOURNEY CONTEXT,PASS,路线在乾清门前短暂重合，又因角色和目的不同向不同方向延伸。,natural Chinese structural repair,NONE FOUND,PASS,FAIL,"weak/mechanical, false-world, or filler distractor",PASS,PASS,PASS,PASS/NOT PRIMARY,PASS,PASS,Integrated interpretation,PASS,PASS,PASS,PASS,DST,REPAIR REQUIRED
beijing-forbidden-city,Lv10,missingSentence,CAUSAL REASONING,LANGUAGE,JourneyChallengePanel,ACTIVE STORY,PASS,沈砚于是选择合成，而不是裁决。,best bridge for active Story context,NONE FOUND,PASS,PASS,verbatim Story recall dominates mode,PASS,PASS,PASS,PASS/NOT PRIMARY,PASS,PASS,Integrated interpretation,PASS,PASS,PASS,PASS,MODE,REPAIR REQUIRED
beijing-summer-palace,Lv1,paragraphRebuild,STORY,LANGUAGE,JourneyChallengePanel,ACTIVE STORY,PASS,冬至前，许澄带相机到颐和园。 / 她要为校展拍一张“无瑕”照片。,active Story sequence,NONE FOUND,PASS,PASS,Lv1→Lv10 logic repeats instead of deepening,PASS,PASS,PASS,PASS/NOT PRIMARY,PASS,PASS,Recognition / Basic comprehension,FAIL,PASS,PASS,PASS,PROG,REPAIR REQUIRED
beijing-summer-palace,Lv1,grammarRepair,LANGUAGE,STORY,JourneyChallengePanel,EXPLICIT LANGUAGE OBJECTIVE + JOURNEY CONTEXT,PASS,游客,natural Chinese structural repair,NONE FOUND,PASS,FAIL,"weak/mechanical, false-world, or filler distractor; Lv1→Lv10 logic repeats instead of deepening; cross-Gold grammar skeleton is reused",PASS,PASS,PASS,PASS/NOT PRIMARY,PASS,PASS,Recognition / Basic comprehension,FAIL,PASS,PASS,FAIL,"DST,PROG,TEMPLATE",REPAIR REQUIRED
beijing-summer-palace,Lv1,missingSentence,STORY,LANGUAGE,JourneyChallengePanel,ACTIVE STORY,PASS,她要为校展拍一张“无瑕”照片。,best bridge for active Story context,NONE FOUND,PASS,FAIL,"weak/mechanical, false-world, or filler distractor; Lv1→Lv10 logic repeats instead of deepening",PASS,PASS,PASS,PASS/NOT PRIMARY,PASS,PASS,Recognition / Basic comprehension,FAIL,PASS,PASS,PASS,"DST,PROG",REPAIR REQUIRED
beijing-summer-palace,Lv2,paragraphRebuild,STORY,LANGUAGE,JourneyChallengePanel,ACTIVE STORY,PASS,冬至前，许澄带相机到颐和园。 / 她专挑晴朗的冬日下午来，因为冬至前后十七孔桥会出现“金光穿洞”。,active Story sequence,NONE FOUND,PASS,FAIL,"weak/mechanical, false-world, or filler distractor; Lv1→Lv10 logic repeats instead of deepening; false world claim is used as a cheap distractor",FAIL,PASS,PASS,PASS/NOT PRIMARY,PASS,PASS,Recognition / Basic comprehension,FAIL,PASS,PASS,PASS,"DST,HIST,PROG",REPAIR REQUIRED
beijing-summer-palace,Lv2,grammarRepair,LANGUAGE,STORY,JourneyChallengePanel,EXPLICIT LANGUAGE OBJECTIVE + JOURNEY CONTEXT,PASS,游客,natural Chinese structural repair,NONE FOUND,PASS,FAIL,"weak/mechanical, false-world, or filler distractor; Lv1→Lv10 logic repeats instead of deepening; cross-Gold grammar skeleton is reused",PASS,PASS,PASS,PASS/NOT PRIMARY,PASS,PASS,Recognition / Basic comprehension,FAIL,PASS,PASS,FAIL,"DST,PROG,TEMPLATE",REPAIR REQUIRED
beijing-summer-palace,Lv2,missingSentence,STORY,LANGUAGE,JourneyChallengePanel,ACTIVE STORY,PASS,她专挑晴朗的冬日下午来，因为冬至前后十七孔桥会出现“金光穿洞”。,best bridge for active Story context,NONE FOUND,PASS,FAIL,"weak/mechanical, false-world, or filler distractor; Lv1→Lv10 logic repeats instead of deepening; false world claim is used as a cheap distractor",FAIL,PASS,PASS,PASS/NOT PRIMARY,PASS,PASS,Recognition / Basic comprehension,FAIL,PASS,PASS,PASS,"DST,HIST,PROG",REPAIR REQUIRED
beijing-summer-palace,Lv3,paragraphRebuild,CAUSAL REASONING,LANGUAGE,JourneyChallengePanel,ACTIVE STORY,PASS,冬至前，许澄带相机到颐和园。 / 她专挑晴朗的冬日下午来，因为冬至前后十七孔桥会出现“金光穿洞”。,active Story sequence,NONE FOUND,PASS,FAIL,"weak/mechanical, false-world, or filler distractor; cognitive demand mismatches current band; Lv1→Lv10 logic repeats instead of deepening; false world claim is used as a cheap distractor",FAIL,PASS,PASS,PASS/NOT PRIMARY,PASS,FAIL,Sequence / Simple causality,FAIL,PASS,PASS,PASS,"DST,HIST,LEVEL,PROG",REPAIR REQUIRED
beijing-summer-palace,Lv3,grammarRepair,LANGUAGE,STORY,JourneyChallengePanel,EXPLICIT LANGUAGE OBJECTIVE + JOURNEY CONTEXT,PASS,游客,natural Chinese structural repair,NONE FOUND,PASS,FAIL,"weak/mechanical, false-world, or filler distractor; cognitive demand mismatches current band; Lv1→Lv10 logic repeats instead of deepening; cross-Gold grammar skeleton is reused",PASS,PASS,PASS,PASS/NOT PRIMARY,PASS,FAIL,Sequence / Simple causality,FAIL,PASS,PASS,FAIL,"DST,LEVEL,PROG,TEMPLATE",REPAIR REQUIRED
beijing-summer-palace,Lv3,missingSentence,CAUSAL REASONING,LANGUAGE,JourneyChallengePanel,ACTIVE STORY,PASS,她专挑晴朗的冬日下午来，因为冬至前后十七孔桥会出现“金光穿洞”。,best bridge for active Story context,NONE FOUND,PASS,FAIL,"weak/mechanical, false-world, or filler distractor; cognitive demand mismatches current band; Lv1→Lv10 logic repeats instead of deepening; false world claim is used as a cheap distractor",FAIL,PASS,PASS,PASS/NOT PRIMARY,PASS,FAIL,Sequence / Simple causality,FAIL,PASS,PASS,PASS,"DST,HIST,LEVEL,PROG",REPAIR REQUIRED
beijing-summer-palace,Lv4,paragraphRebuild,CAUSAL REASONING,LANGUAGE,JourneyChallengePanel,ACTIVE STORY,PASS,冬至前，许澄带相机到颐和园。 / 她专挑晴朗的冬日下午来，因为冬至前后十七孔桥会出现“金光穿洞”。,active Story sequence,NONE FOUND,PASS,FAIL,"weak/mechanical, false-world, or filler distractor; cognitive demand mismatches current band; Lv1→Lv10 logic repeats instead of deepening; false world claim is used as a cheap distractor",FAIL,PASS,PASS,PASS/NOT PRIMARY,PASS,FAIL,Sequence / Simple causality,FAIL,PASS,PASS,PASS,"DST,HIST,LEVEL,PROG",REPAIR REQUIRED
beijing-summer-palace,Lv4,grammarRepair,LANGUAGE,STORY,JourneyChallengePanel,EXPLICIT LANGUAGE OBJECTIVE + JOURNEY CONTEXT,PASS,游客,natural Chinese structural repair,NONE FOUND,PASS,FAIL,"weak/mechanical, false-world, or filler distractor; cognitive demand mismatches current band; Lv1→Lv10 logic repeats instead of deepening; cross-Gold grammar skeleton is reused",PASS,PASS,PASS,PASS/NOT PRIMARY,PASS,FAIL,Sequence / Simple causality,FAIL,PASS,PASS,FAIL,"DST,LEVEL,PROG,TEMPLATE",REPAIR REQUIRED
beijing-summer-palace,Lv4,missingSentence,CAUSAL REASONING,LANGUAGE,JourneyChallengePanel,ACTIVE STORY,PASS,她专挑晴朗的冬日下午来，因为冬至前后十七孔桥会出现“金光穿洞”。,best bridge for active Story context,NONE FOUND,PASS,FAIL,"weak/mechanical, false-world, or filler distractor; cognitive demand mismatches current band; Lv1→Lv10 logic repeats instead of deepening; false world claim is used as a cheap distractor",FAIL,PASS,PASS,PASS/NOT PRIMARY,PASS,FAIL,Sequence / Simple causality,FAIL,PASS,PASS,PASS,"DST,HIST,LEVEL,PROG",REPAIR REQUIRED
beijing-summer-palace,Lv5,paragraphRebuild,CAUSAL REASONING,LANGUAGE,JourneyChallengePanel,ACTIVE STORY,PASS,冬至前，许澄带相机到颐和园。 / 她专挑晴朗的冬日下午来，因为冬至前后十七孔桥会出现“金光穿洞”。 / 她要为校展拍一张“无瑕”照片。,active Story sequence,NONE FOUND,PASS,PASS,cognitive demand mismatches current band; Lv1→Lv10 logic repeats instead of deepening,PASS,PASS,PASS,PASS/NOT PRIMARY,PASS,FAIL,Relationship / Choice / Historical cause,FAIL,PASS,PASS,PASS,"LEVEL,PROG",REPAIR REQUIRED
beijing-summer-palace,Lv5,grammarRepair,LANGUAGE,STORY,JourneyChallengePanel,EXPLICIT LANGUAGE OBJECTIVE + JOURNEY CONTEXT,PASS,而且让游客,natural Chinese structural repair,NONE FOUND,PASS,FAIL,"weak/mechanical, false-world, or filler distractor; cognitive demand mismatches current band; Lv1→Lv10 logic repeats instead of deepening; cross-Gold grammar skeleton is reused",PASS,PASS,PASS,PASS/NOT PRIMARY,PASS,FAIL,Relationship / Choice / Historical cause,FAIL,PASS,PASS,FAIL,"DST,LEVEL,PROG,TEMPLATE",REPAIR REQUIRED
beijing-summer-palace,Lv5,missingSentence,CAUSAL REASONING,LANGUAGE,JourneyChallengePanel,ACTIVE STORY,PASS,她专挑晴朗的冬日下午来，因为冬至前后十七孔桥会出现“金光穿洞”。,best bridge for active Story context,NONE FOUND,PASS,FAIL,"weak/mechanical, false-world, or filler distractor; cognitive demand mismatches current band; Lv1→Lv10 logic repeats instead of deepening; false world claim is used as a cheap distractor",FAIL,PASS,PASS,PASS/NOT PRIMARY,PASS,FAIL,Relationship / Choice / Historical cause,FAIL,PASS,PASS,PASS,"DST,HIST,LEVEL,PROG",REPAIR REQUIRED
beijing-summer-palace,Lv6,paragraphRebuild,CAUSAL REASONING,LANGUAGE,JourneyChallengePanel,ACTIVE STORY,PASS,冬至前，许澄带相机到颐和园。 / 她专挑晴朗的冬日下午来，因为冬至前后十七孔桥会出现“金光穿洞”。 / 她要为校展拍一张“无瑕”照片。,active Story sequence,NONE FOUND,PASS,PASS,cognitive demand mismatches current band; Lv1→Lv10 logic repeats instead of deepening,PASS,PASS,PASS,PASS/NOT PRIMARY,PASS,FAIL,Relationship / Choice / Historical cause,FAIL,PASS,PASS,PASS,"LEVEL,PROG",REPAIR REQUIRED
beijing-summer-palace,Lv6,grammarRepair,LANGUAGE,STORY,JourneyChallengePanel,EXPLICIT LANGUAGE OBJECTIVE + JOURNEY CONTEXT,PASS,而且让游客,natural Chinese structural repair,NONE FOUND,PASS,FAIL,"weak/mechanical, false-world, or filler distractor; cognitive demand mismatches current band; Lv1→Lv10 logic repeats instead of deepening; cross-Gold grammar skeleton is reused",PASS,PASS,PASS,PASS/NOT PRIMARY,PASS,FAIL,Relationship / Choice / Historical cause,FAIL,PASS,PASS,FAIL,"DST,LEVEL,PROG,TEMPLATE",REPAIR REQUIRED
beijing-summer-palace,Lv6,missingSentence,CAUSAL REASONING,LANGUAGE,JourneyChallengePanel,ACTIVE STORY,PASS,她专挑晴朗的冬日下午来，因为冬至前后十七孔桥会出现“金光穿洞”。,best bridge for active Story context,NONE FOUND,PASS,FAIL,"weak/mechanical, false-world, or filler distractor; cognitive demand mismatches current band; Lv1→Lv10 logic repeats instead of deepening; false world claim is used as a cheap distractor",FAIL,PASS,PASS,PASS/NOT PRIMARY,PASS,FAIL,Relationship / Choice / Historical cause,FAIL,PASS,PASS,PASS,"DST,HIST,LEVEL,PROG",REPAIR REQUIRED
