JOURNEY_ID,LEVEL,MODE,NATURAL,TAUGHT,FAIR,ONE_DEFENSIBLE_ANSWER,DISTRACTOR_PLAUSIBLE,CHINESE_VALUE,STORY_REINFORCEMENT,LEVEL_FIT,JOURNEY_IDENTITY,RESULT
luoyang-longmen-grottoes,1,grammarRepair,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
luoyang-longmen-grottoes,1,missingSentence,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
luoyang-longmen-grottoes,5,paragraphRebuild,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
luoyang-longmen-grottoes,5,grammarRepair,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
luoyang-longmen-grottoes,5,missingSentence,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
luoyang-longmen-grottoes,10,paragraphRebuild,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
luoyang-longmen-grottoes,10,grammarRepair,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
luoyang-longmen-grottoes,10,missingSentence,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
nanjing-qinhuai-river,1,paragraphRebuild,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
nanjing-qinhuai-river,1,grammarRepair,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
nanjing-qinhuai-river,1,missingSentence,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
nanjing-qinhuai-river,5,paragraphRebuild,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
nanjing-qinhuai-river,5,grammarRepair,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
nanjing-qinhuai-river,5,missingSentence,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
nanjing-qinhuai-river,10,paragraphRebuild,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
nanjing-qinhuai-river,10,grammarRepair,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
nanjing-qinhuai-river,10,missingSentence,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
shanghai-bund,1,paragraphRebuild,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
shanghai-bund,1,grammarRepair,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
shanghai-bund,1,missingSentence,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
shanghai-bund,5,paragraphRebuild,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
shanghai-bund,5,grammarRepair,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
shanghai-bund,5,missingSentence,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
shanghai-bund,10,paragraphRebuild,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
shanghai-bund,10,grammarRepair,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
shanghai-bund,10,missingSentence,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
suzhou-humble-administrators-garden,1,paragraphRebuild,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
suzhou-humble-administrators-garden,1,grammarRepair,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
suzhou-humble-administrators-garden,1,missingSentence,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
suzhou-humble-administrators-garden,5,paragraphRebuild,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
suzhou-humble-administrators-garden,5,grammarRepair,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
suzhou-humble-administrators-garden,5,missingSentence,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
suzhou-humble-administrators-garden,10,paragraphRebuild,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
suzhou-humble-administrators-garden,10,grammarRepair,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
suzhou-humble-administrators-garden,10,missingSentence,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
xian-city-wall,1,paragraphRebuild,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
xian-city-wall,1,grammarRepair,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
xian-city-wall,1,missingSentence,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
xian-city-wall,5,paragraphRebuild,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
xian-city-wall,5,grammarRepair,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
xian-city-wall,5,missingSentence,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
xian-city-wall,10,paragraphRebuild,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
xian-city-wall,10,grammarRepair,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
xian-city-wall,10,missingSentence,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
